data,producao
2023-08-01,41209
2023-09-01,38250
2023-10-01,39896
2023-11-01,32457
2023-12-01,29776
2024-01-01,39509
2024-02-01,37284
2024-03-01,39211
2024-04-01,35860
2024-05-01,38576
2024-06-01,20498
2024-07-01,5468
2024-08-01,35504
2024-09-01,41922
2024-10-01,55102
2024-11-01,54559
2024-12-01,55938
2025-01-01,54062
2025-02-01,45130
2025-03-01,46773
2025-04-01,46435
2025-05-01,47912
2025-06-01,43833
2025-07-01,42651
