data,producao
2022-10-01,3246567
2022-11-01,3060446
2022-12-01,3065516
2023-01-01,3230350
2023-02-01,3005342
2023-03-01,3056266
2023-04-01,2995345
2023-05-01,3218429
2023-06-01,3179918
2023-07-01,3453687
2023-08-01,3278083
2023-09-01,3543926
2023-10-01,3446406
2023-11-01,3592940
2023-12-01,3553325
2024-01-01,3450537
2024-02-01,3193276
2024-03-01,3389216
2024-04-01,3002652
2024-05-01,3373858
2024-06-01,3428404
2024-07-01,3456088
2024-08-01,3667152
2024-09-01,3798598
2024-10-01,3589140
2024-11-01,3630784
2024-12-01,3812968
2025-01-01,3806151
2025-02-01,3449282
2025-03-01,4064293
2025-04-01,3939493
2025-05-01,4191415
2025-06-01,4177223
2025-07-01,4539439
