data,producao
2023-08-01,129168
2023-09-01,90382
2023-10-01,144543
2023-11-01,139918
2023-12-01,151219
2024-01-01,133904
2024-02-01,134960
2024-03-01,118156
2024-04-01,79936
2024-05-01,77700
2024-06-01,80596
2024-07-01,90014
2024-08-01,85109
2024-09-01,91360
2024-10-01,91403
2024-11-01,81692
2024-12-01,83000
2025-01-01,82843
2025-02-01,80069
2025-03-01,91765
2025-04-01,88632
2025-05-01,102068
2025-06-01,112213
2025-07-01,136191
