data,producao
2023-08-01,155195
2023-09-01,138520
2023-10-01,131575
2023-11-01,117575
2023-12-01,131881
2024-01-01,136433
2024-02-01,131541
2024-03-01,159142
2024-04-01,134726
2024-05-01,111997
2024-06-01,103509
2024-07-01,106008
2024-08-01,106804
2024-09-01,103793
2024-10-01,102242
2024-11-01,45287
2024-12-01,92296
2025-01-01,116936
2025-02-01,105114
2025-03-01,108842
2025-04-01,118150
2025-05-01,142468
2025-06-01,153755
2025-07-01,176111
