data,producao
2023-08-01,286095
2023-09-01,224602
2023-10-01,285741
2023-11-01,333544
2023-12-01,311828
2024-01-01,371330
2024-02-01,246062
2024-03-01,196855
2024-04-01,158202
2024-05-01,163680
2024-06-01,179726
2024-07-01,295342
2024-08-01,353100
2024-09-01,403657
2024-10-01,426126
2024-11-01,323122
2024-12-01,353906
2025-01-01,293758
2025-02-01,178673
2025-03-01,187380
2025-04-01,215664
2025-05-01,263890
2025-06-01,394929
2025-07-01,415974
