data,producao
2022-04-01,3454335
2022-05-01,3437596
2022-06-01,3176168
2022-07-01,3457288
2022-08-01,3571427
2022-09-01,3565476
2022-10-01,3859079
2022-11-01,3507538
2022-12-01,3590925
2023-01-01,3768760
2023-02-01,3518625
2023-03-01,3622055
2023-04-01,3527186
2023-05-01,3802786
2023-06-01,3739249
2023-07-01,4043066
2023-08-01,3893271
2023-09-01,4114960
2023-10-01,4010992
2023-11-01,4089005
2023-12-01,4084078
2024-01-01,3956178
2024-02-01,3664347
2024-03-01,3848199
2024-04-01,3520116
2024-05-01,3887298
2024-06-01,3906419
2024-07-01,3934075
2024-08-01,4145154
2024-09-01,4256071
2024-10-01,4060537
2024-11-01,3962914
2024-12-01,4203336
2025-01-01,4262602
2025-02-01,3865817
2025-03-01,4504127
2025-04-01,4383151
2025-05-01,4659517
2025-06-01,4622368
2025-07-01,5047179
